timestamp,building_id,outdoor_temp,solar_radiation,humidity,wind_speed,energy_consumption,indoor_temp,hvac_setpoint,hour_of_day,day_of_week,month,is_weekend
2023-01-01 00:00:00,Res_02,-13.675458646378846,0.0,67.64949435948452,2.798532742105696,251.2306196326974,19.294591280386925,19.294591280386925,0,6,1,1
2023-01-01 01:00:00,Res_02,-8.263692746386827,0.0,35.02911314558897,3.646766612127672,201.36859144928115,17.926513503834535,19.0,1,6,1,1
2023-01-01 02:00:00,Res_02,-15.04669717659267,0.0,44.44523262232356,8.141913561459955,237.04856214059845,16.64297282698052,19.310006833345113,2,6,1,1
2023-01-01 03:00:00,Res_02,-11.491761971007824,0.0,57.358223634738486,5.814871791825212,209.4669901424752,16.26613710627394,19.93674661942351,3,6,1,1
2023-01-01 04:00:00,Res_02,-8.135558273004177,0.0,51.94062386315573,0.7332443777295494,188.96396580883695,15.864269668135215,19.0,4,6,1,1
2023-01-01 05:00:00,Res_02,-7.324832512628059,0.0,38.60232763279757,9.602993776480051,179.34294059658367,15.82337540443211,20.794975146302434,5,6,1,1
2023-01-01 06:00:00,Res_02,-10.467659294563962,88.61922408018268,26.522917706199735,6.187794369503207,269.26286089691257,15.657720807374998,19.226935302902962,6,6,1,1
2023-01-01 07:00:00,Res_02,-5.700927037309574,156.56419164758745,59.43162028237617,0.1251623077863684,248.91178837604838,16.94089610455433,23.332836123744382,7,6,1,1
2023-01-01 08:00:00,Res_02,-4.693150807393082,330.55048487690345,46.93961256605997,4.771158188748756,258.92314036419833,17.58686038770662,22.2411011461819,8,6,1,1
2023-01-01 09:00:00,Res_02,-8.51739978887415,450.7418303194173,49.71593657714656,3.1558676668961203,315.02717980685276,17.557905276245428,22.31283221103744,9,6,1,1
2023-01-01 10:00:00,Res_02,-6.7930166250347455,525.557979739784,38.41698378790986,4.780546797902213,303.13813871947707,17.407303939903954,21.694016923701458,10,6,1,1
2023-01-01 11:00:00,Res_02,-5.549231951147848,542.394676685944,27.60902114817947,4.71702761050811,294.3669743072638,17.993663768442733,23.42968883965702,11,6,1,1
2023-01-01 12:00:00,Res_02,-5.009591439452753,592.1759570189248,30.911067900496615,4.159999676623167,294.53967245706383,18.20087920589647,22.840668573290795,12,6,1,1
2023-01-01 13:00:00,Res_02,-3.1213193684094684,577.198904589523,27.19170092148869,0.877437766702335,282.54463447953975,18.88121735953315,21.965094308832988,13,6,1,1
2023-01-01 14:00:00,Res_02,-5.028540447694009,601.1056883982283,57.231303918611616,5.623506268771964,304.82999797611444,18.609831599127585,22.124676531617443,14,6,1,1
2023-01-01 15:00:00,Res_02,-1.9006300602178832,408.9712340640004,27.80739830742987,1.8092959174706318,255.68404455438244,18.993653250711173,22.919022950844052,15,6,1,1
2023-01-01 16:00:00,Res_02,-5.252576700923905,294.0135771679124,31.915964096030766,3.539690594041931,273.3932727780745,18.616130031576702,21.069819851970358,16,6,1,1
2023-01-01 17:00:00,Res_02,-3.2525285514399753,196.630077185708,22.738057382903996,3.4019751326100365,239.3377770747988,18.241849612783614,22.586966927139493,17,6,1,1
2023-01-01 18:00:00,Res_02,-7.9576165814844275,0.5929830084322507,20.0,5.6410260547942706,264.0950466082441,18.45534974632407,22.74174457982897,18,6,1,1
2023-01-01 19:00:00,Res_02,-7.09989628859964,0.0,30.882043737287837,4.172219273302304,247.74793499007882,17.52941136056669,21.737833108083013,19,6,1,1
2023-01-01 20:00:00,Res_02,-7.907068013799402,0.0,20.0,0.44321811354631757,259.2095329677426,18.083076602203363,23.849213477818815,20,6,1,1
2023-01-01 21:00:00,Res_02,-9.550025529701182,0.0,20.0,2.1590500296009916,267.4310291260187,17.110899653717453,20.508731100963054,21,6,1,1
2023-01-01 22:00:00,Res_02,-12.264141062859807,0.0,46.73925351905822,2.4607876886326685,285.07355083867816,16.314105695461752,20.485606899902503,22,6,1,1
2023-01-01 23:00:00,Res_02,-8.293417945094468,0.0,45.05340205422192,2.039111187301425,245.6135742449307,16.229189519696774,20.187855442771,23,6,1,1
2023-01-02 00:00:00,Res_02,-12.801720469948487,0.0,35.071428361505866,4.393771994484538,225.05552477089586,16.49947360975756,20.508783918444447,0,0,1,0
2023-01-02 01:00:00,Res_02,-9.947594783395369,0.0,38.53345746473741,3.6518832162804107,195.53061767271436,16.032389898965082,19.0,1,0,1,0
2023-01-02 02:00:00,Res_02,-10.330684855860024,0.0,51.7159367318616,2.7171096602929685,205.71124128666904,16.354185639181996,22.56618299583172,2,0,1,0
2023-01-02 03:00:00,Res_02,-10.071468005919892,0.0,52.004414543948926,4.831002966815576,197.68873014695453,15.764203164845432,19.810976192599252,3,0,1,0
2023-01-02 04:00:00,Res_02,-10.420668852936954,0.0,36.75289557584857,2.784227041784751,204.38391384715396,16.22442461381688,20.961105169993758,4,0,1,0
2023-01-02 05:00:00,Res_02,-12.224074754438817,0.0,60.78546895864733,5.943800802967635,214.95537541681045,16.035526410647115,19.77394288095845,5,0,1,0
2023-01-02 06:00:00,Res_02,-9.809952374162972,133.2328973946079,53.86102739514452,0.7220377503425417,273.7356234334592,15.768307994670797,20.75587649871969,6,0,1,0
2023-01-02 07:00:00,Res_02,-3.1860680968407222,169.14243357290937,56.41127945477958,4.022273041797877,217.01233266508228,16.570455146574577,21.79076776108606,7,0,1,0
2023-01-02 08:00:00,Res_02,-3.5656607289167797,279.3074151706123,51.96937827549876,2.0953526476079345,247.44660444203333,18.178054006088537,25.120831781539103,8,0,1,0
2023-01-02 09:00:00,Res_02,-7.179626043030593,432.8292641637306,40.128840907734904,5.227226228851016,306.1711949968037,18.569217933311204,23.59073813505444,9,0,1,0
2023-01-02 10:00:00,Res_02,-2.571434672201354,473.26732942418516,51.79984007091988,3.9440188136399934,268.75893241857455,19.086343014434206,24.549743504146267,10,0,1,0
2023-01-02 11:00:00,Res_02,-1.5071809829827227,575.2526765213787,59.73517128395494,4.404690191688998,271.729996501089,19.962847665158755,24.638380276741046,11,0,1,0
2023-01-02 12:00:00,Res_02,-3.387722604282357,574.327640988169,44.13324963421723,0.2655077962668839,300.35293035625966,20.329335165839947,24.864209405483845,12,0,1,0
2023-01-02 13:00:00,Res_02,-3.082882929804592,558.6299109190153,44.076434156010954,3.4151958160441382,300.1895034778841,21.065492632870495,25.963410552851347,13,0,1,0
2023-01-02 14:00:00,Res_02,-3.5792352810324393,614.9068787791311,32.34792498099505,2.7762782282214373,319.66870555138405,21.353019744411185,25.183391077245332,14,0,1,0
2023-01-02 15:00:00,Res_02,-5.943464597116229,413.4063431508178,38.507604745038755,3.648475646354864,318.4434367161884,20.894321111099668,24.549158600631586,15,0,1,0
2023-01-02 16:00:00,Res_02,-7.540734217739638,254.01107177964766,46.90026634619987,5.235745439807671,312.6781474377731,20.843869820738526,25.294228611097708,16,0,1,0
2023-01-02 17:00:00,Res_02,-9.81422061987491,131.1983677543572,41.79798775644924,0.5957462972172891,311.07377275264093,19.92581607503931,23.773710007933857,17,0,1,0
2023-01-02 18:00:00,Res_02,-3.807721330831623,13.424760741259409,28.157130539166225,4.846443464934528,233.78987206345204,19.13315424070877,22.60320014430713,18,0,1,0
2023-01-02 19:00:00,Res_02,-9.50294451325805,0.0,20.0,3.009057459272189,275.70094993835426,18.375596230709274,21.671842859064196,19,0,1,0
2023-01-02 20:00:00,Res_02,-8.243973497397636,0.0,42.05586090515544,1.6499360258044624,266.32983531654395,18.716015125218718,23.1883467769276,20,0,1,0
2023-01-02 21:00:00,Res_02,-10.147834474599744,0.0,27.036690313782344,3.9877537514331776,276.3904072016095,17.859597759518376,20.876060693764543,21,0,1,0
2023-01-02 22:00:00,Res_02,-9.813672933124167,0.0,20.0,6.545970795682967,268.4135725303034,17.231642993626618,20.238304070508782,22,0,1,0
2023-01-02 23:00:00,Res_02,-9.666774864938427,0.0,36.18905678936741,4.239400666702414,264.21493420624154,16.964444583971364,19.0,23,0,1,0
2023-01-03 00:00:00,Res_02,-12.07150077022139,0.0,48.810138966056016,1.3363172460308443,218.9756637516777,16.52206539563538,19.83209510104408,0,1,1,0
2023-01-03 01:00:00,Res_02,-10.28326244846913,0.0,45.03348737798635,3.0281326049861335,200.3190262576013,15.88556467766469,19.0,1,1,1,0
2023-01-03 02:00:00,Res_02,-6.559364291342497,0.0,57.109329284432164,4.133763955327542,179.2426128057012,16.52737369199852,21.796968113300345,2,1,1,0
2023-01-03 03:00:00,Res_02,-10.39980850087564,0.0,57.797154189725106,2.167636708974951,207.33722962166888,16.359308619829207,21.164056318006125,3,1,1,0
2023-01-03 04:00:00,Res_02,-13.939404848788525,0.0,47.04098790222423,0.40711533799087274,233.46325558818708,16.160268568816612,20.681759563186127,4,1,1,0
2023-01-03 05:00:00,Res_02,-6.827437786355585,0.0,62.03159290330111,2.9684757525664955,181.86565325192765,16.218908189370804,19.417833470962442,5,1,1,0
2023-01-03 06:00:00,Res_02,-8.470971808318868,53.12878589207459,50.26024728631432,2.188907119251392,260.2997309453764,16.616875690815107,20.776544603307453,6,1,1,0
2023-01-03 07:00:00,Res_02,-5.385127610490846,118.73549455147368,45.20748664131312,4.805307601143104,241.43051825571916,17.0096286069104,21.87752506647189,7,1,1,0
2023-01-03 08:00:00,Res_02,-5.122729167635516,256.9569040338846,48.02062086795609,3.89315960827445,260.781098008547,18.047420194042648,23.295112180167447,8,1,1,0
2023-01-03 09:00:00,Res_02,-1.0990662648105256,331.4813124720645,56.68837576206753,0.09381702122676927,233.32244873175782,18.656732824746292,22.597506397490434,9,1,1,0
2023-01-03 10:00:00,Res_02,-3.4205768801812733,464.8929117973625,32.26663704652203,2.1847948802139885,282.558947722584,19.69617180747141,24.588225950236883,10,1,1,0
2023-01-03 11:00:00,Res_02,-1.93348790874744,599.6007839152749,43.11633342877891,3.2907839046045235,284.3511822405625,20.292553831525858,24.291851195486764,11,1,1,0
2023-01-03 12:00:00,Res_02,-4.892367824043735,629.3588255206707,51.039199893642,1.0655708731841083,324.9099614939871,20.17000154893625,24.064898824521094,12,1,1,0
2023-01-03 13:00:00,Res_02,-0.17368376862183244,591.6307839081077,22.720950108467477,3.5640847981779853,255.1201801836135,19.676288159624644,22.298234338232415,13,1,1,0
2023-01-03 14:00:00,Res_02,-6.935963622394971,534.8321492144686,33.210446832266584,2.9227307911906704,330.1866345914856,19.695681807302986,24.557346807017243,14,1,1,0
2023-01-03 15:00:00,Res_02,-3.425141104008227,408.83560203355887,28.835044757499674,0.6985219639675972,278.2821275625998,19.64883047619228,24.191618066866774,15,1,1,0
2023-01-03 16:00:00,Res_02,-5.024102855445439,375.01366706332897,22.925652302738467,3.9590122766317437,293.52751546408996,20.006574616245064,24.245323565698243,16,1,1,0
2023-01-03 17:00:00,Res_02,-7.163052091269099,210.6241192196381,20.0,1.5635504246675074,299.11004607841386,19.981330250849673,23.704464504942134,17,1,1,0
2023-01-03 18:00:00,Res_02,-7.948201414350147,0.0,41.637803843434114,1.957435570550936,274.78015355576446,19.544351437553242,23.59532488790592,18,1,1,0
2023-01-03 19:00:00,Res_02,-5.477179328438117,0.0,20.0,4.819770713561276,249.34517705822597,19.490839954957877,22.7829448725285,19,1,1,0
2023-01-03 20:00:00,Res_02,-8.770081029169623,0.0,33.35304740210071,2.9970053451794163,271.2930345529361,18.646075826871073,21.67544126047519,20,1,1,0
2023-01-03 21:00:00,Res_02,-8.411497114825961,0.0,20.757066649630026,4.984582079259883,261.43659795777114,18.126126107956566,21.603136300304964,21,1,1,0
2023-01-03 22:00:00,Res_02,-9.45095109841224,0.0,20.0,0.667679779175248,268.10534306549744,17.537837527511233,20.748890442534528,22,1,1,0
2023-01-03 23:00:00,Res_02,-14.955183618591537,0.0,37.77108958227143,4.298284099020066,311.49771390040956,17.04551807769482,20.72359428726608,23,1,1,0
2023-01-04 00:00:00,Res_02,-10.226908817726805,0.0,34.95062288144686,4.162471760343806,201.87313999766377,16.42778466939252,20.48950344053443,0,2,1,0
2023-01-04 01:00:00,Res_02,-12.28159537737525,0.0,49.168630868977544,4.892384393292163,209.36297343165216,15.349731511013415,19.0,1,2,1,0
2023-01-04 02:00:00,Res_02,-9.918311279139957,0.0,41.017515428961936,4.041913984248279,196.98042275983443,15.448436982905543,20.019058426089043,2,2,1,0
2023-01-04 03:00:00,Res_02,-12.60321071860906,0.0,49.70569904600445,6.025750279385815,210.7445804180509,14.906312947578169,19.0,3,2,1,0
2023-01-04 04:00:00,Res_02,-6.899136335409626,0.0,39.27562268459114,3.480349104822041,175.13745370030156,15.451747194568735,19.28958329929274,4,2,1,0
2023-01-04 05:00:00,Res_02,-4.480922783064832,0.0,59.176405232164356,3.6098701497329317,153.78683451476468,15.484274587532497,19.0,5,2,1,0
2023-01-04 06:00:00,Res_02,-8.49487913907458,0.0,31.830288665617953,3.7498040720794203,243.25138726150567,15.821181703580688,20.777706009515494,6,2,1,0
2023-01-04 07:00:00,Res_02,-7.968938896347259,125.79698435873584,57.2413800405521,4.143532545367137,257.3437866283531,16.282968393351492,21.713028301835816,7,2,1,0
2023-01-04 08:00:00,Res_02,-7.5878637766134185,293.520804208951,45.70352838938359,3.7677095389490223,281.032859799876,17.270321912512184,23.537691631798058,8,2,1,0
2023-01-04 09:00:00,Res_02,-5.518610710392535,451.7897789275214,52.662031095499614,2.051502797402677,284.03586916126983,18.038420929381566,23.25457113908103,9,2,1,0
2023-01-04 10:00:00,Res_02,-2.7408842528400212,470.3165718617028,51.50053145319753,2.539124659462136,262.5690923885377,18.619386017622396,23.535047779893745,10,2,1,0
2023-01-04 11:00:00,Res_02,-0.9533555999195933,607.9249831950057,48.56613137046588,0.4929832113361945,259.2197076043756,19.30557757862057,23.800236733674005,11,2,1,0
2023-01-04 12:00:00,Res_02,-3.2243857303530405,555.7230772278045,51.60253935902998,0.43390652717196154,297.0079176668573,20.494849622150518,25.993659188281786,12,2,1,0
2023-01-04 13:00:00,Res_02,-2.2231160225523547,506.2526918194161,41.78727090104985,1.8987879668091119,281.7049447651587,20.433885491881394,24.41707255188526,13,2,1,0
2023-01-04 14:00:00,Res_02,-5.4571798954809925,470.39204808653494,37.920007677385684,3.5337017789653404,310.6536502670243,20.07834062071417,23.037306262267425,14,2,1,0
2023-01-04 15:00:00,Res_02,0.9820422468521919,346.8161792836921,43.36039697853121,3.601522219465849,229.93622896169074,20.57253686530985,25.09294547572249,15,2,1,0
2023-01-04 16:00:00,Res_02,-2.1319971486098366,249.12089715289795,20.0,7.121784833148434,259.1351358500195,20.994942191603084,24.929386524683554,16,2,1,0
2023-01-04 17:00:00,Res_02,-7.381868762696792,211.3463627519247,45.79334080571441,1.3329630525185656,305.097827105762,20.492587267391812,23.911500914058674,17,2,1,0
2023-01-04 18:00:00,Res_02,-6.72938666404662,0.0,20.0,5.089243649186445,258.9737128172776,19.315565720217023,21.444095473023996,18,2,1,0
2023-01-04 19:00:00,Res_02,-7.552143109276231,0.0,26.46102162395877,5.237021044701576,261.4455654438994,18.550728197583286,21.682736089192176,19,2,1,0
2023-01-04 20:00:00,Res_02,-11.685793881509058,0.0,28.26505105501097,0.13550701730237158,299.3245976836723,18.72858753187025,23.054568839680968,20,2,1,0
2023-01-04 21:00:00,Res_02,-10.180299503509705,0.0,33.6199648980342,0.293365204417388,285.8818503201375,18.665734353768787,22.520495863321248,21,2,1,0
2023-01-04 22:00:00,Res_02,-11.203306900021008,0.0,20.0,4.3283719221280785,280.8475737233742,17.405162060691108,19.0,22,2,1,0
2023-01-04 23:00:00,Res_02,-5.441648165453282,0.0,43.241862550713826,2.7289066552385535,225.6799997418084,17.035342469345746,20.800815358818966,23,2,1,0
2023-01-05 00:00:00,Res_02,-9.731087373890663,0.0,47.88825706666809,4.401940296509835,201.96229594286564,17.08893494164744,20.54149001761072,0,3,1,0
2023-01-05 01:00:00,Res_02,-8.526091377965313,0.0,56.478980851258235,5.817475767814542,193.34632199129268,16.56143632067605,19.0,1,3,1,0
2023-01-05 02:00:00,Res_02,-13.311136060104074,0.0,42.181130431292196,0.9373316944168768,223.7573247295739,15.845482948763413,19.95916782506437,2,3,1,0
2023-01-05 03:00:00,Res_02,-5.891576365543084,0.0,59.10289181789303,0.9964334752223492,169.30696613218487,15.61203126337479,19.95651436586866,3,3,1,0
2023-01-05 04:00:00,Res_02,-9.463838625669737,0.0,57.098105005582845,1.67499391385836,194.7838434238634,15.742627279154233,19.65973103541496,4,3,1,0
2023-01-05 05:00:00,Res_02,-10.590994638394662,0.0,46.99370986049187,5.371355546360212,202.76249877605756,15.527694226116413,19.783687489156833,5,3,1,0
2023-01-05 06:00:00,Res_02,-8.78871297215278,0.0,67.49940150672589,6.633789193116194,244.58747656470246,15.54025338179839,19.9840490608503,6,3,1,0
2023-01-05 07:00:00,Res_02,-5.843181204981951,198.0832536695409,39.14942331683063,3.835883917682666,252.68387486378333,17.055301278911074,23.34583708153319,7,3,1,0
2023-01-05 08:00:00,Res_02,-1.080759677299001,363.8064971036139,62.296025308963095,6.144614709324623,235.1539299962543,18.164307138467414,23.88543208521855,8,3,1,0
2023-01-05 09:00:00,Res_02,-4.676060506845564,430.74145899835577,45.556391676139995,5.627645072638079,283.8243288750171,18.923430417295503,24.41325653884444,9,3,1,0
2023-01-05 10:00:00,Res_02,-2.4203353803298073,479.31692127175023,50.907039765404086,2.981026806064832,267.65090068933597,19.202434551934473,23.16381125700881,10,3,1,0
2023-01-05 11:00:00,Res_02,-2.6084226183556027,577.098990662714,62.432579760502996,3.061174447163867,282.3792624969796,19.5656252179401,23.54987790432424,11,3,1,0
2023-01-05 12:00:00,Res_02,-4.122821568603417,519.7078015729708,23.594863360954417,1.424620570356778,293.2324061910277,19.51181672611271,23.051078101333566,12,3,1,0
2023-01-05 13:00:00,Res_02,-3.4018542868549466,640.7934747254833,29.676191724829422,0.047262627330241,293.2667180822022,19.163856177189444,22.59591894594896,13,3,1,0
2023-01-05 14:00:00,Res_02,-4.390829526657443,518.5127954331435,20.0,1.8085905125277462,299.2974332160296,19.783211387201227,24.327219893070627,14,3,1,0
2023-01-05 15:00:00,Res_02,-5.4940380878817985,444.66971192737697,33.716664476289324,0.1476058891952694,304.35030930353525,19.892112647958566,25.00129714757365,15,3,1,0
2023-01-05 16:00:00,Res_02,-4.587984557368352,307.5241469809557,38.89024207814532,5.909184615701896,275.37286447617834,19.509966896639412,22.533970304414076,16,3,1,0
2023-01-05 17:00:00,Res_02,-3.0835623871751903,95.5491950642261,35.69133643624558,4.836933167022928,232.68922466037034,19.142709570753496,22.59122053068139,17,3,1,0
2023-01-05 18:00:00,Res_02,-7.971005610203123,0.0,36.18415185490266,2.074622898394697,263.46814026428183,18.515291976102624,20.9299539967651,18,3,1,0
2023-01-05 19:00:00,Res_02,-8.068239370992332,0.0,36.170263458867986,4.082756889944737,263.846027136163,18.602709840329506,23.042056577394714,19,3,1,0
2023-01-05 20:00:00,Res_02,-9.316682456587897,0.0,33.130931695551645,1.3957981557665806,275.1819094695158,18.426995134400027,23.280948024240008,20,3,1,0
