timestamp,building_id,outdoor_temp,solar_radiation,humidity,wind_speed,energy_consumption,indoor_temp,hvac_setpoint,hour_of_day,day_of_week,month,is_weekend
2023-01-01 00:00:00,Res_04,11.810458814269342,0.0,21.46489343744031,6.030064557541261,35.911717095798885,19.0,19.0,0,6,1,1
2023-01-01 01:00:00,Res_04,10.437289418492584,0.0,37.410451844958594,3.195427850356276,40.61808963143971,18.65044055483584,19.0,1,6,1,1
2023-01-01 02:00:00,Res_04,9.681700138459426,0.0,20.0,3.7742208909090555,41.62917137140155,18.60393480328347,19.96606944396109,2,6,1,1
2023-01-01 03:00:00,Res_04,9.013874229419788,0.0,26.48527478163213,3.778704341245391,45.49766770447999,19.160363594686547,21.373170956856328,3,6,1,1
2023-01-01 04:00:00,Res_04,12.137296870866104,0.0,44.39073962668214,3.348822325979944,33.59759106476728,19.06417976028311,20.319216288895486,4,6,1,1
2023-01-01 05:00:00,Res_04,11.405940546532568,0.0,43.72709499292298,2.322819988799875,36.827967135621435,19.158205434356493,19.814977718246766,5,6,1,1
2023-01-01 06:00:00,Res_04,10.64249099562956,0.0,58.685565585798294,0.8745027211130121,52.13203922039702,19.126905779975235,19.718121531041724,6,6,1,1
2023-01-01 07:00:00,Res_04,15.745817128691277,237.86415682896327,20.0,0.3885622511838549,35.57818840295503,20.224835762216344,21.821405197453295,7,6,1,1
2023-01-01 08:00:00,Res_04,15.369857590458217,336.1579107010573,48.666384791614675,5.753346178139859,39.501792435500484,20.530871095820157,21.877174305824447,8,6,1,1
2023-01-01 09:00:00,Res_04,15.363614995329414,375.46549428354336,40.249531130367124,2.5517770901878154,41.85363973347361,20.779792572025844,21.729988891455616,9,6,1,1
2023-01-01 10:00:00,Res_04,18.555847094210137,423.53603868242766,29.98284355447697,4.711179183556899,24.75223811773579,21.133294061020248,23.01844308988445,10,6,1,1
2023-01-01 11:00:00,Res_04,16.003177870000684,626.7829871497747,22.66005698146991,5.808169744950024,42.05797742846677,20.7704485587027,20.79703142561068,11,6,1,1
2023-01-01 12:00:00,Res_04,13.416657707898636,533.1392787991778,22.355943056107225,3.0335995971619125,55.596501946172516,20.60452541985602,22.178285606950574,12,6,1,1
2023-01-01 13:00:00,Res_04,19.168667810777627,615.739683204276,20.0,4.318248382625459,20.057189802326732,20.671405908284658,21.704646251312813,13,6,1,1
2023-01-01 14:00:00,Res_04,18.0234148544359,445.4373829831928,22.508400025685532,1.4836922522810005,26.137153041585737,20.3472921066507,20.54101804633614,14,6,1,1
2023-01-01 15:00:00,Res_04,14.211731078635168,473.7095488547102,20.49475317073059,5.9088376074793345,49.030642110101326,20.72625667665242,21.53545700227646,15,6,1,1
2023-01-01 16:00:00,Res_04,13.308845119396171,343.15234516485737,20.0,2.9514538570336506,49.12894608929061,20.451049214532198,20.8682418237044,16,6,1,1
2023-01-01 17:00:00,Res_04,15.01104221985626,156.0252432584847,20.0,1.5692062529218198,44.075557205763715,21.343740014483274,22.829521860268724,17,6,1,1
2023-01-01 18:00:00,Res_04,14.162269274223117,32.48829032335809,20.0,3.5565473476119576,46.6784769517405,21.482462282300585,22.333670070200736,18,6,1,1
2023-01-01 19:00:00,Res_04,11.881733721577046,0.0,20.0,2.9520213733222214,58.45555675430437,21.853878708874138,22.931305197896712,19,6,1,1
2023-01-01 20:00:00,Res_04,7.044102422293134,0.0,20.506409637677322,1.4749330109058398,76.4260759129416,21.127030658955658,21.933885040081645,20,6,1,1
2023-01-01 21:00:00,Res_04,11.570962278688393,0.0,20.0,2.855933762489733,55.605027368838684,21.056953836402084,22.584642086011076,21,6,1,1
2023-01-01 22:00:00,Res_04,11.101474835147844,0.0,28.22068504477506,2.4606382700284857,54.627693512326935,20.14235976676455,19.535800768751482,22,6,1,1
2023-01-01 23:00:00,Res_04,10.722298792374588,0.0,20.0,1.6379298163011995,51.69061598310405,19.61147477565899,19.890396606299213,23,6,1,1
2023-01-02 00:00:00,Res_04,10.31628070711281,0.0,22.809022392698395,4.82545875201259,39.952991687004385,19.116200878144554,19.0,0,0,1,0
2023-01-02 01:00:00,Res_04,8.990258677713593,0.0,24.95112763593784,4.433959770447752,44.70770140090924,19.27653135546442,21.703530239821387,1,0,1,0
2023-01-02 02:00:00,Res_04,10.883647379313594,0.0,24.89600382076185,1.0914052008397928,40.32708190297919,18.991244205797205,19.774923857343786,2,0,1,0
2023-01-02 03:00:00,Res_04,12.177517871765893,0.0,42.247553663193344,6.144017150770965,31.560596323104868,18.7164969037571,20.0317871084517,3,0,1,0
2023-01-02 04:00:00,Res_04,12.91941142868004,0.0,26.844751166792527,1.546866690441389,29.65044737690336,18.9689247286658,19.92479502223499,4,0,1,0
2023-01-02 05:00:00,Res_04,12.711855829552606,0.0,53.59105620402536,3.8789464276672354,30.52613985096257,18.81799767767568,19.468193777916547,5,0,1,0
2023-01-02 06:00:00,Res_04,12.341457880776414,0.0,48.83860819743164,1.0784478840361917,41.689359682390915,18.673686409205242,20.21485402562498,6,0,1,0
